Niche,Macro_Category,Warehouse_Source,Country,Buyer_ID,Buyer_Name,Tender_Count,First_Date,Last_Date,Active_Years,Active_Span_Days
Document digitization / scanning,DATA_ADMIN,France,France,buy_9cb6bdb25eeec3115c4e,Conseil Départemental des Yvelines,4,2023-08-24,2024-12-23,2,487
Website design / redesign,WEB_DIGITAL,Canada federal,Canada,buy_83e424ca4456b25406d2,Elections Canada,4,2023-10-16,2024-12-17,2,428
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_38d3b0fa2fe9fb316130,Klinik IT eG,4,2024-05-14,2024-12-16,1,216
Illustration / infographics,CONTENT_DESIGN,France,France,buy_ec5f25b98dae796b3b2f,Département de l'Isère,4,2024-01-30,2024-12-12,1,317
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_ba72baf57d589ecb103b,Gemeente Oldambt,4,2023-12-22,2024-12-12,2,356
Small IT equipment supply,PROCUREMENT_BROKERAGE,Quebec,Canada - Quebec,buy_dbe26133b9d35630f868,Université de Montréal.,4,2023-09-19,2024-12-12,2,450
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_6a45f4f5e346322e8ba0,Centre intégré de santé et de services sociaux de Lanaudière,4,2024-07-23,2024-12-04,1,134
Web hosting / domain / SSL,WEB_DIGITAL,Germany,Germany,buy_54a6e1bb5002440bf290,LUBW Landesanstalt für Umwelt Baden-Württemberg,4,2024-03-27,2024-12-04,1,252
Copywriting / editorial content,CONTENT_DESIGN,Belgium,BE,buy_f4c7447be427fb4e2cd02a0d,Agence du Numérique,4,2024-07-12,2024-12-04,1,145
Brochure / flyer / poster printing,PRINT_BROKERAGE,TenderNed,Netherlands,buy_be9c3625c201a883a69f,Bizob,4,2023-09-06,2024-12-03,2,454
Transcription / minutes,VIDEO_AUDIO,Canada federal,Canada,buy_c78650bd14fb5fb4ba9a,Public Services and Procurement Canada,4,2023-11-30,2024-12-02,2,368
Web hosting / domain / SSL,WEB_DIGITAL,TenderNed,Netherlands,buy_962fba0c39fa828fe908,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,4,2023-10-11,2024-11-29,2,415
Transcription / minutes,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_d52d10b7f5b6cc74b715,Ministère des Transports et de la Mobilité durable (Direction de l'administration des appels d'offres publics),4,2023-12-08,2024-11-25,2,353
Web hosting / domain / SSL,WEB_DIGITAL,Germany,Germany,buy_293be185dff4f89e4cd6,Umweltbundesamt,4,2024-02-14,2024-11-21,1,281
Brochure / flyer / poster printing,PRINT_BROKERAGE,Canada federal,Canada,buy_6385a84ac5fa0865256e,Employment Social Development Canada,4,2023-09-01,2024-11-05,2,431
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_c4c6927eb7d356c5fde0,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",4,2023-09-08,2024-11-04,2,423
CMS development / migration,WEB_DIGITAL,TED,EST,buy_e908f43d1dc8cf42dee7,Keskkonnaministeeriumi Infotehnoloogiakeskus,4,2023-08-08,2024-11-01,2,451
Brochure / flyer / poster printing,PRINT_BROKERAGE,Canada federal,Canada,buy_cdf6a1543f1c5ac38443,Employment Social Development Canada (ESDC),4,2023-10-26,2024-10-29,2,369
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_7d8a694666ccfd23f630,LONDON COUNCILS,4,2024-03-11,2024-10-28,1,231
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_3b46eece4538075b24a4,Scotland Excel,4,2024-02-26,2024-10-25,1,242
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_2eee355ef143f68b1750,Métropole Nice Côte d'Azur (06),4,2024-02-06,2024-10-24,1,261
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_70593ff6fb5a71ee26fe,Commune,4,2024-02-09,2024-10-23,1,257
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Germany,Germany,buy_1993dd0e9ed74950eaaa,Messe Berlin GmbH,4,2024-08-05,2024-10-18,1,74
Website design / redesign,WEB_DIGITAL,Belgium,BE,buy_87881b066f8b8867133d7439,Department for Transport Infrastructure,4,2023-08-08,2024-10-14,2,433
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,HUN,buy_81f3c663956cad2f098c,Balatoni Hajózási Zrt.,4,2023-11-13,2024-10-08,2,330
Transcription / minutes,VIDEO_AUDIO,TenderNed,Netherlands,buy_262117bbe1320f2c367e,RDW,4,2023-10-21,2024-10-03,2,348
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_c40774b3360de4e4a181,Réseau de transport de la Capitale.,4,2023-12-11,2024-09-30,2,294
Brochure / flyer / poster printing,PRINT_BROKERAGE,Germany,Germany,buy_0d5433916bc79b7c8592,Stadt Donauwörth,4,2024-03-18,2024-09-27,1,193
Website design / redesign,WEB_DIGITAL,Canada federal,Canada,buy_ac20e55ef764c0bd78d7,Indigenous Services Canada,4,2023-09-01,2024-09-24,2,389
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_4cbddb5615df05e9db00,CPS,4,2024-03-27,2024-09-23,1,180
Brochure / flyer / poster printing,PRINT_BROKERAGE,Germany,Germany,buy_9c505d3cc1b41f0f362c,Universitätsklinikum Bonn AöR,4,2024-02-15,2024-09-23,1,221
Website design / redesign,WEB_DIGITAL,Ireland,Ireland,buy_5af3eed44adedc5c454a,Education Procurement Service (EPS),4,2024-03-28,2024-09-16,1,172
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_646d94cff50ea7138d61,VILLE DE SCHILTIGHEIM,4,2024-03-13,2024-09-11,1,182
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_7c00ce94e206e9a8d6ef,Deutsches Zentrum für Luft- und Raumfahrt e.V.,4,2024-01-04,2024-08-29,1,238
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_d72631fa0e35ba03b476,Foreign Commonwealth and Development Office,4,2024-03-28,2024-08-23,1,148
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_52d9c2894a0417b49af47918,SPW-O8.04.03 - Direction des Bâtiments,4,2023-08-31,2024-08-21,2,356
Document digitization / scanning,DATA_ADMIN,TenderNed,Netherlands,buy_9ab436e5846d57bbf341,Gemeente Maastricht,4,2023-11-21,2024-08-06,2,259
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_0fb406c867fae219d699,COMMUNE DE LIMOGES,4,2023-09-22,2024-08-01,2,314
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_93c3feab0ff3b94d84b8,NMRN Operations,4,2023-11-13,2024-07-29,2,259
Web hosting / domain / SSL,WEB_DIGITAL,TenderNed,Netherlands,buy_8128a924e92a2b36e8e2,VNG Realisatie,4,2023-08-23,2024-07-17,2,329
Data cleaning / deduplication,DATA_ADMIN,TenderNed,Netherlands,buy_46a7b7468c880f50267d,Alliander N.V.,4,2023-11-30,2024-07-11,2,224
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_be9c3625c201a883a69f,Bizob,4,2023-11-05,2024-07-03,2,241
Transcription / minutes,VIDEO_AUDIO,TenderNed,Netherlands,buy_48618ca38b1c974348ff,Gemeente Vlagtwedde,4,2023-12-22,2024-06-28,2,189
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_88e34d93855f04ccc9f1,Ville de Québec,4,2023-08-18,2024-06-28,2,315
Brand identity / visual identity,CONTENT_DESIGN,TenderNed,Netherlands,buy_09f34d1032ef976cbc35,"Gemeente Apeldoorn, team Inkoop",4,2024-03-10,2024-06-17,1,99
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_20f3eef009abea8b4257,Technische Universiteit Delft,4,2023-08-19,2024-06-12,2,298
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_0e95245472aa86c598a4,Ville de Neuilly-sur-Seine,4,2023-10-13,2024-06-01,2,232
Website design / redesign,WEB_DIGITAL,Canada federal,Canada,buy_fed22d29710c9ae13f52,RCMP Procurement and Contracting Services.,4,2023-09-20,2024-05-13,2,236
Website design / redesign,WEB_DIGITAL,Belgium,BE,buy_b6d3ad519eafd545bb358191,Openbare Vlaamse Afvalstoffenmaatschappij,4,2023-08-29,2024-05-03,2,248
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_e3bbdfed47f88be042e7,CIUSSS du Centre-Sud-de-l'Île-de-Montréal,4,2024-02-08,2024-05-02,1,84
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_edc4a4f76af10ef713a4,Université d'Aix-Marseille,4,2023-10-18,2024-05-01,2,196
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_40918bb693030728c696,Centre de services scolaire des Premières Seigneuries,4,2024-03-14,2024-04-18,1,35
Document digitization / scanning,DATA_ADMIN,TenderNed,Netherlands,buy_cbf8a9776f5a68191498,Gemeente Amersfoort,4,2023-10-04,2024-04-18,2,197
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_454d024be3a34aeccbd3,Commune de Saint-Martin-d'Hères,4,2023-10-30,2024-04-02,2,155
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_c770cb4fd69e5b2c9797,Staatliches Bauamt Erlangen-Nürnberg,4,2023-10-31,2024-03-26,2,147
Document digitization / scanning,DATA_ADMIN,Canada federal,Canada,buy_22a40e224f9adfd45769,Natural Resources Canada,4,2023-08-21,2024-03-22,2,214
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_37e9dbd5cc14bf71e9a0,Département de la Drôme,4,2023-08-27,2024-03-21,2,207
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_2d4a952e214d83f70642,Landkreis Starnberg,4,2023-11-23,2024-03-18,2,116
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_e0989716d904b007eded,UK Research & Innovation,4,2023-09-15,2024-03-13,2,180
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_906400e89784d440c9fb,Ville de Montréal,4,2024-01-17,2024-03-06,1,49
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_656e2cfabe6c35b23685,Bw Bekleidungsmanagement GmbH,4,2023-11-16,2024-02-20,2,96
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,PL,buy_50c509dc6c2fc09b115b,Politechnika Lubelska,4,2023-08-25,2024-02-02,2,161
Website design / redesign,WEB_DIGITAL,TED,IT,buy_9474a125358c667d796b,Finagricola Società Cooperativa,4,2023-12-08,2024-01-30,2,53
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,CZ,buy_4a33b7a0558a47a64ff2,"CEJIZA, s.r.o.",4,2023-10-31,2024-01-29,2,90
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,CZ,buy_71333433c0bf13cf83f4,Moravskoslezský kraj,4,2023-10-10,2024-01-26,2,108
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,CZ,buy_3e9f0b2a4efd113dfe2e,"Oborová zdravotní pojišťovna zaměstnanců bank, pojišťoven a stavebnictví",4,2023-10-09,2024-01-22,2,105
Graphic design / layout,CONTENT_DESIGN,TED,CZ,buy_88a38f8e08ff0ea42b53,Česká republika - Ministerstvo pro místní rozvoj,4,2023-10-13,2024-01-16,2,95
Presentation / template design,CONTENT_DESIGN,TED,BG,buy_68fb2e5e374285709546,ОБЩИНА ВАРНА,4,2023-08-14,2023-12-27,1,135
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_730f22106cf406048665,MINARM/EMA/SCA/PFAF-CE/BAP,4,2023-10-15,2023-12-23,1,69
Online forms / lightweight portals,WEB_DIGITAL,TED,IS,buy_3833824be1fa5108930f,Landspítali Háskólasjúkrahús,4,2023-08-16,2023-12-22,1,128
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_b274e3cbcc41aa15f4e3,CommunAupole de Lens-Liévin,4,2023-09-11,2023-12-21,1,101
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,CZ,buy_80ff7f79a9c2ecdd2617,Fakultní nemocnice u sv. Anny v Brně,4,2023-09-01,2023-12-08,1,98
Document digitization / scanning,DATA_ADMIN,TED,SE,buy_4af6c90aaafd9d62e697,Västra Götalandsregionen,4,2023-09-22,2023-11-28,1,67
Transcription / minutes,VIDEO_AUDIO,TED,RO,buy_ecd0c2098607bdf0a15b,SPITALUL CLINIC JUDETEAN DE URGENTA BRASOV,4,2023-09-19,2023-11-24,1,66
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,CZ,buy_29bf0caba49db16b810b,Fakultní nemocnice Ostrava,4,2023-08-04,2023-11-21,1,109
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,PL,buy_43d0bddf4c2a8256f449,Centrum Informatyki Resortu Finansów,4,2023-09-20,2023-11-20,1,61
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_a0a04a13a3437c053166,Inst.Nal.Information Géo. & forestière,4,2023-10-17,2023-11-18,1,32
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,RO,buy_5664415f7388a76f6410,S.C RAJA S.A CONSTANTA,4,2023-11-17,2023-11-17,1,0
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,RO,buy_f5a22144405e871fd994,Centrul Național de Politici și Evaluare în Educație,4,2023-09-01,2023-11-16,1,76
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,PL,buy_a7d7bb7ab6865b5b759f,Stalowowolskie Centrum Usług Wspólnych,4,2023-09-19,2023-10-31,1,42
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_436dea630953f0856fc7,Scottish National Investment Bank,4,2023-10-27,2023-10-27,1,0
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,PL,buy_64f12cbeddbb678fba56,Uniwersytet Opolski,4,2023-08-07,2023-10-25,1,79
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,PL,buy_f3174364a32afd570e69,ENEA Operator sp. z o.o.,4,2023-08-25,2023-10-24,1,60
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,RO,buy_10cbaa2faeb17a013e98,AQUATIM S.A. Timisoara,4,2023-08-02,2023-10-23,1,82
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,RO,buy_756111c6fc6f0758b035,SERVICIUL PUBLIC DE INTERES LOCAL PENTRU ADMINISTRAREA PARCARILOR PUBLICE DIN MUNICIPIUL TIMISOARA-TIMPARK,4,2023-09-08,2023-10-23,1,45
Online forms / lightweight portals,WEB_DIGITAL,TED,IS,buy_11fce9972d3600c281ef,Ríkiskaup,4,2023-08-04,2023-10-20,1,77
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,PL,buy_b5c9313a596aa1b822cc,"Politechnika Warszawska, Centrum Informatyzacji Politechniki Warszawskiej",4,2023-09-06,2023-10-10,1,34
Simple API / software integration,AUTOMATION_SOFTWARE,TED,CZ,buy_4657ab9dcd9a4105672d,"Správa železnic, státní organizace",4,2023-08-11,2023-09-26,1,46
Online forms / lightweight portals,WEB_DIGITAL,TED,SRB,buy_2543216cad277a9e872c,Opština Stara Pazova,3,2026-03-26,2026-08-11,1,138
E-learning / training content,TRAINING,TED,CHE,buy_bacf2bcb45c828276231,Bundesamt für Bauten und Logistik BBL,3,2025-06-17,2026-08-10,2,419
Document digitization / scanning,DATA_ADMIN,France,France,buy_eb2b52dfa991ece7e475,OFPRA,3,2023-12-26,2026-07-30,2,947
Transcription / minutes,VIDEO_AUDIO,France,France,buy_eb2b52dfa991ece7e475,OFPRA,3,2024-04-14,2026-07-30,2,837
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_f43792a05cf9b2a3a9e2,Verbandsgemeinde Selters,3,2026-07-29,2026-07-29,1,0
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_8fbc70fca24ac247a5d7,Inspire Education Group,3,2026-05-08,2026-07-28,1,81
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_293be185dff4f89e4cd6,Umweltbundesamt,3,2024-11-07,2026-07-27,2,627
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_59eab396cf1c957c3e2e,Mairie de Raismes,3,2026-03-24,2026-07-26,1,124
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_24c068f8169a0a59b4da4723,Gembloux,3,2024-02-12,2026-07-24,2,893
Small IT equipment supply,PROCUREMENT_BROKERAGE,Canada federal,Canada,buy_73af9093eb082788092b,Department of National Defence (DND),3,2025-08-08,2026-07-23,2,349
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_d44ae28719fb2a965f7f34e1,SA Le Circuit de Spa-Francorchamps - le concédant,3,2025-01-29,2026-07-23,2,540
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_f1422865381e7a557b00,Transport for Wales,3,2023-08-10,2026-07-23,2,1078
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_a16aa51fa04290816f65,Food Standards Agency,3,2026-06-12,2026-07-23,1,41
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_73686d2198d4d1730580,Ville de Grasse (06),3,2025-12-12,2026-07-23,2,223
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_ad6f0422a248db91b3fe,North Somerset Council,3,2024-01-15,2026-07-22,2,919
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_c864f523c2ce93b978d6,Ofcom,3,2024-03-14,2026-07-22,2,860
Promotional merchandise / branded items,PRINT_BROKERAGE,TED,MLT,buy_49603fbd0efcf57ee39e,European Union Agency for Asylum,3,2024-08-21,2026-07-22,3,700
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_46b6047af7435a1397e7,Bundesministerium für Arbeit und Soziales,3,2025-01-15,2026-07-21,2,552
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,ROU,buy_a3d097a66a045f0f6e8d,DIRECTIA DE SANATATE PUBLICA COVASNA,3,2024-07-15,2026-07-21,3,736
Document digitization / scanning,DATA_ADMIN,United Kingdom,United Kingdom,buy_3eaaaf2e26f52b974089,SEVERN TRENT WATER LIMITED,3,2026-05-07,2026-07-21,1,75
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_121cb902f043a13d8ec8,VILLE DE SAINT NAZAIRE,3,2024-02-20,2026-07-21,2,882
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_1d7182fbed474d1a80be,Mid Suffolk District Council,3,2024-12-12,2026-07-21,3,586
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_d6f09c00951e0dc6bb6a1997,Aankoopcentrale Groep CM-MC vzw,3,2024-09-04,2026-07-20,2,684
Small IT equipment supply,PROCUREMENT_BROKERAGE,United Kingdom,United Kingdom,buy_a76e07647c4d12434758,Coventry University,3,2023-12-11,2026-07-20,2,952
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_eeeebea9b61e136bbe34,Ville de Maubeuge,3,2025-12-23,2026-07-19,2,208
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_714efbf8054d07e9900b,Commune de Vélizy-Villacoublay,3,2023-09-30,2026-07-19,2,1023
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_c5fd231fcde0a5ff8f9c,Yorkshire Purchasing Organisation,3,2025-08-05,2026-07-17,2,346
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_ad598eef028a1c3cc7cf,ANGLIAN WATER SERVICES LIMITED,3,2024-08-07,2026-07-17,2,709
Document digitization / scanning,DATA_ADMIN,Canada federal,Canada,buy_4850f11ec8e6e16fc9c1,Farm Credit Canada (FCC),3,2024-04-05,2026-07-17,2,833
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_d7fcd254a7f75f1c0f80,Mauges Communauté,3,2026-03-02,2026-07-17,1,137
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_795a7cdec33ddb1ed1de,Communauté d'Agglomération de Bastia,3,2025-07-31,2026-07-17,2,351
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_ed4cf388eb62fa1c8c35,Hamburg Port Authority AöR,3,2024-07-25,2026-07-17,2,722
Social media content production,CONTENT_DESIGN,France,France,buy_8d688fc6661ba3a52095,CAISSE DES DEPOTS,3,2023-12-21,2026-07-17,3,939
Small IT equipment supply,PROCUREMENT_BROKERAGE,United Kingdom,United Kingdom,buy_13c85c9a4570e16384e9,HOPWOOD HALL COLLEGE,3,2026-06-25,2026-07-17,1,22
Website design / redesign,WEB_DIGITAL,Canada federal,Canada,buy_803708fca2c5c433c387,Department of Transport (TC),3,2025-11-25,2026-07-17,2,234
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_aa5aebceb6f4cdd81c2f,Stadtverwaltung Kirchheim unter Teck,3,2024-10-17,2026-07-16,2,637
Transcription / minutes,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_20a0d3dbac1bd14a1349,Ministère de la Santé et des Services Sociaux,3,2025-04-28,2026-07-16,2,444
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_31c1e54dec8c70b52271,"Centre Hospitalier de Cayenne ""Andrée ROSEMON""",3,2026-01-24,2026-07-15,1,172
Copywriting / editorial content,CONTENT_DESIGN,Quebec,Canada - Quebec,buy_cfbb924a92faa405859d,Ville de Saint-Jérôme.,3,2024-05-06,2026-07-15,3,800
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_d487f0243455b5e30f5a,Ville d'Allauch,3,2024-06-22,2026-07-15,3,753
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_57db4b3ba04cb9fdea33,Nuclear Restoration Services Limited,3,2025-02-26,2026-07-15,2,504
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_aac864224f9856e34e9a,Ville de Montréal - Service de la concertation des arrondissements,3,2021-06-16,2026-07-13,3,1853
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_4499d118634beb00fc41,Ville de Mont-Saint-Hilaire.,3,2024-08-09,2026-07-13,3,703
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_925346927d0f2e542f12,Bezirksregierung Köln,3,2023-11-21,2026-07-10,3,962
Online forms / lightweight portals,WEB_DIGITAL,United Kingdom,United Kingdom,buy_0fe1f0f791097b5930c4,DE MONTFORT UNIVERSITY,3,2024-11-22,2026-07-10,2,595
Signage / wayfinding / vinyl,PRINT_BROKERAGE,United Kingdom,United Kingdom,buy_e6a19e7198ecee3ac09d,UNIVERSITY OF EAST ANGLIA,3,2023-08-25,2026-07-09,2,1049
Website design / redesign,WEB_DIGITAL,Quebec,Canada - Quebec,buy_5763fd04ac61d461688c,Centre de services scolaire de Montréal,3,2023-10-13,2026-07-09,3,1000
Simple API / software integration,AUTOMATION_SOFTWARE,Quebec,Canada - Quebec,buy_1f8ade8194afaf4368b5,Centre de services scolaire du Lac-Abitibi,3,2026-05-11,2026-07-09,1,59
Transcription / minutes,VIDEO_AUDIO,Canada federal,Canada,buy_762391abd4f35173aa57,Office of Infrastructure of Canada (INFC),3,2025-05-28,2026-07-09,2,407
Transcription / minutes,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_db626064622f416b3c08,"Commission des normes, de l'équité, de la santé et de la sécurité du travail",3,2023-08-14,2026-07-08,3,1059
Document digitization / scanning,DATA_ADMIN,United Kingdom,United Kingdom,buy_38cc7bf1ef29f90e8c4c,South Tyneside and Sunderland NHS Foundation Trust,3,2026-04-24,2026-07-08,1,75
Translation / localization,LANGUAGE,Belgium,BE,buy_876811305d538dfd4b065900,SPI(3p),3,2024-10-21,2026-07-08,3,625
Brochure / flyer / poster printing,PRINT_BROKERAGE,United Kingdom,United Kingdom,buy_ba7e0da2307c5013ec9f,Imperial War Museums,3,2023-11-13,2026-07-08,3,968
Website design / redesign,WEB_DIGITAL,Germany,Germany,buy_ec3f22ae839f6f5554a0,Nahverkehrsservice Sachsen-Anhalt GmbH,3,2025-03-10,2026-07-08,2,485
Brochure / flyer / poster printing,PRINT_BROKERAGE,Germany,Germany,buy_6878b59c8423b7a71c2b,Stadtwerke Verkehrsgesellschaft Frankfurt am Main mbH (VGF),3,2024-07-15,2026-07-07,3,722
Online forms / lightweight portals,WEB_DIGITAL,United Kingdom,United Kingdom,buy_75b0676d59b8ca22663d,Ministry of Defence,3,2024-02-23,2026-07-07,3,865
Simple API / software integration,AUTOMATION_SOFTWARE,TED,SWE,buy_3d59e3bbb5e2f64301ba,Försvarsmakten,3,2025-03-25,2026-07-07,2,469
Web hosting / domain / SSL,WEB_DIGITAL,Germany,Germany,buy_9d3ba92d0e46f7f3024a,FITKO (Föderale IT-Kooperation),3,2024-09-03,2026-07-07,3,672
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_373fd2d5d05bd3da91e1,FITKO (Föderale IT-Kooperation) AöR,3,2025-01-14,2026-07-06,2,538
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_452c2eacf97cd4e544d2,Ville de Fécamp,3,2024-12-13,2026-07-05,3,569
Simple API / software integration,AUTOMATION_SOFTWARE,TED,EST,buy_e908f43d1dc8cf42dee7,Politsei- ja Piirivalveamet,3,2024-12-09,2026-07-03,3,571
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_769ee7300efe8dd3f4774af2,SPW-O8.03.02 - Direction de l'Exploitation des tunnels,3,2025-05-19,2026-07-01,2,408
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_9d7694427be2c4135e6e,Knappschaft Kliniken Bottrop GmbH,3,2025-06-13,2026-06-30,2,382
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_ef4b020bfa5d9abb1f7d,Caerphilly County Borough Council,3,2025-09-29,2026-06-30,2,274
Website design / redesign,WEB_DIGITAL,Germany,Germany,buy_f7c948f09d9c03b3d82f,IKK classic,3,2024-01-15,2026-06-30,2,897
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_c4d7b12c1f2e87430149,Landesamt für Umweltschutz,3,2025-09-17,2026-06-30,2,286
Brand identity / visual identity,CONTENT_DESIGN,TED,CZE,buy_85fe87d2665464f38efa,"Letiště Praha, a. s.",3,2024-03-11,2026-06-30,2,841
Website design / redesign,WEB_DIGITAL,Germany,Germany,buy_c244e377f42476656fa8,Bau- und Liegenschaftsbetrieb NRW Zentrale,3,2025-11-11,2026-06-30,2,231
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_771f65f9a296af36dc11,"Bundesinstitut für Bau-, Stadt- und Raumforschung",3,2023-11-08,2026-06-30,3,965
Small IT equipment supply,PROCUREMENT_BROKERAGE,Belgium,BE,buy_b2f5a180877e6cb53b6d37ea,La Louvière,3,2024-02-02,2026-06-29,3,878
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_16f269de6e85080fb9d6,Mairie de Boulogne-Billancourt,3,2024-02-14,2026-06-28,3,865
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_87e26eb06d09a7529515,COMMUNE DE MULHOUSE,3,2026-03-15,2026-06-28,1,105
Website design / redesign,WEB_DIGITAL,France,France,buy_f278da70713dab063f5f,AUVERGNE RHONE ALPES TOURISME,3,2023-09-09,2026-06-28,2,1023
Brochure / flyer / poster printing,PRINT_BROKERAGE,Belgium,BE,buy_81899e3a5589a32b4007c79d,VITO,3,2024-12-17,2026-06-26,3,556
